Grid,Name,Sector,Affiliation,Suns,Moons,Population,Climate,Terrain
Q-14,Tah'Nuhna,Haserian,,,,,,
Q-14,Aridka,Hertae,,,,,,
Q-14,D'Nile,Hertae,,,,,,
Q-14,Galboron,Hertae,,,,,,
Q-14,Imvur,Hertae,,,,,,
Q-14,Masterra,Hertae,,,,,,
Q-14,Nexus Ortai,Hertae,,,,,,
Q-14,Tomark,Ividal,,,,,,
Q-14,Darie,Likasha,,,,,,
Q-14,Denubba,Likasha,,,,,,
Q-14,Likasha,Likasha,,,,,,
Q-14,Meshakia,Likasha,,,,,,
Q-14,Benja-Rihn,Sevastol,,,,,,
Q-14,Koshi,Sevastol,,,,,,
Q-14,Opop Hibbedit,Sevastol,,,,,,
Q-14,Bresnia,Tandon,,,,,,
Q-14,Lanos,Tandon,,,,,,
Q-14,Malthor,Tandon,,,,,,
Q-14,Spirador,Tandon,,,,,,
Q-14,Talrezan,Tandon,,,,,,
Q-15,Algarian,Dufilvian,,,,,,
Q-15,Blenjeel,Dufilvian,,,,,,
Q-10,Mytar,Dufilvian,,,,,,
Q-15,Ord Segra,Dufilvian,,,,,,
Q-15,Womrik,Dufilvian,,,,,,
Q-15,Orkellia,Haserian,,,,,,
Q-15,Orsis,Haserian,,,,,,
Q-15,Phibia,Haserian,,,,,,
Q-15,Ando,Lambda,,,,,,
Q-15,Arbular,Lambda,,,,,,
Q-15,Horos,Lambda,,,,,,
Q-15,Raquish,Lambda,,,,,,
Q-15,Secundus Ando,Lambda,,,,,,
Q-15,Thape,Lambda,,,,,,
Q-15,Kiamurr,Likasha,,,,,,
Q-15,Melagawni,Likasha,,,,,,
Q-15,Ezran,Onatos,,,,,,
Q-15,Anic,Xan,,,,,,
Q-15,Forrn,Xan,,,,,,
Q-15,Gan Moradir,Xan,,,,,,
Q-15,Hellenah,Xan,,,,,,
Q-15,Katanos,Xan,,,,,,
Q-15,Trundalki,Xan,,,,,,
Q-15,Xanas,Xan,,,,,,
Q-15,Xaza,Xan,,,,,,
Q-15,Ksiczzic,Yucrales,,,,,,
Q-15,Leritor,Yucrales,,,,,,
Q-15,Reigalius,Yucrales,,,,,,
Q-16,Arantara Dalmar,,,,,,,
Q-16,Daimar,Daimar,,,,,,
Q-16,Ghishi,Daimar,,,,,,
Q-16,Monta,Daimar,,,,,,
Q-16,Nyonpur,Daimar,,,,,,
Q-16,Ooo-sek,Daimar,,,,,,
Q-16,Radnor,Daimar,,,,,,
Q-16,Ragna,Daimar,,,,,,
Q-16,Retep,Daimar,,,,,,
Q-16,Talay,Dufilvian,,,,,,
Q-16,Celes,Herdessa,,,,,,
Q-16,Cificap,Herdessa,,,,,,
Q-16,Habassa,Herdessa,,,,,,
Q-16,Herdessa,Herdessa,,,,,,
Q-16,Yuw,Herdessa,,,,,,
Q-16,Hismaul,Karthakk,,,,,,
Q-16,Llanic,Karthakk,,,,,,
Q-16,Lokori,Karthakk,,,,,,
Q-16,Musson,Karthakk,,,,,,
Q-16,Ningoth,Karthakk,,,,,,
Q-16,Ord Celbus,Karthakk,,,,,,
Q-16,Mon Gazza,Lambda,,,,,,
Q-16,Moravia,Lambda,,,,,,
Q-16,Apatros,Savareen,,,,,,
Q-16,Christophsis,Savareen,,,,,,
Q-16,Fordon,Savareen,,,,,,
Q-16,Gellefon,Savareen,,,,,,
Q-16,Hetzal,Savareen,,,,,,
Q-16,Nelvaan,Savareen,,,,,,
Q-16,Savareen,Savareen,,,,,,
Q-16,Tythe,Savareen,,,,,,
Q-16,U-Tendik,Trans-Nebular,,,,,,
Q-17,Slivia,Astal,,,,,,
Q-17,Zyzar,Astal,,,,,,
Q-17,Daivak,Karthakk,,,,,,
Q-17,Fair Hollis,Karthakk,,,,,,
Q-17,Gorgaria,Karthakk,,,,,,
Q-17,Magravia,Karthakk,,,,,,
Q-17,Maramere,Karthakk,,,,,,
Q-17,Ragmar,Karthakk,,,,,,
Q-17,Sorgan,Karthakk,,,,,,
Q-17,Tarkenia,Karthakk,,,,,,
Q-17,Zobbera,Karthakk,,,,,,
Q-17,Cordaxia,Kibilini,,,,,,
Q-17,Duunir,Kibilini,,,,,,
Q-17,Fligger,Kibilini,,,,,,
Q-17,Iyred,Kibilini,,,,,,
Q-17,Jostaar,Kibilini,,,,,,
Q-17,Korteen,Kibilini,,,,,,
Q-17,Narragader,Kibilini,,,,,,
Q-17,Neelabi,Kibilini,,,,,,
Q-17,Omman Minor,Kibilini,,,,,,
Q-17,Purala,Kibilini,,,,,,
Q-17,Rim,Kibilini,,,,,,
Q-17,Siveria,Kibilini,,,,,,
Q-17,Socorro,Kibilini,,,,,,
Q-17,Thrugii,Kibilini,,,,,,
Q-17,Vashka,Kibilini,,,,,,
Q-17,Caliban,Savareen,,,,,,
Q-17,Redcap,Savareen,,,,,,
Q-17,Ruhe,Savareen,,,,,,
Q-17,Yerbana,Savareen,,,,,,
Q-17,Branteez,Tolonda,,,,,,
Q-17,Julsujod,Tolonda,,,,,,
Q-17,Odona,Tolonda,,,,,,
Q-17,Oshora,Tolonda,,,,,,
Q-17,Tamra,Tolonda,,,,,,
Q-18,Ragnar Merel,,,,,,,
Q-18,Ennth,Astal,,,,,,
Q-18,Skann,Astal,,,,,,
Q-18,Calline,Dail,,,,,,
Q-18,Danadine,Dail,,,,,,
Q-18,Danchian Prime,Dail,,,,,,
Q-18,Fryiaa,Dail,,,,,,
Q-18,Lesu,Dail,,,,,,
Q-18,Dom-Bradden,Lol,,,,,,
Q-18,Drexel,Lol,,,,,,
Q-18,Kendamar,Lol,,,,,,
Q-18,Lol,Lol,,,,,,
Q-18,Majilop,Lol,,,,,,
Q-18,Sil Gohtta,Lol,,,,,,
Q-18,Changa,Tolonda,,,,,,
Q-18,Goshyn,Tolonda,,,,,,
Q-19,Bentora,Samix,,,,,,
Q-19,Nedij,Samix,,,,,,
Q-19,Sabrixin,Samix,,,,,,
Q-19,Lucrenn,Skine,,,,,,
Q-19,Skine,Skine,,,,,,
Q-19,Wodenstam,Skine,,,,,,
R-3,Cadomai Aparo (Catarlo),,,,,,,
R-3,Hydra Aparo (Catarlo),,,,,,,
R-3,Koboth,,Koboth Union,1: Koba Prime,3,,,Barren Rocky islands
R-3,Kwapi,,,,,,,
R-3,Beshka,Aparo,,,,,,
R-3,Boztrok,Aparo,,,,,,
R-3,Cassidode,Aparo,,,,,,
R-3,Glite-Ven,Aparo,,,,,,
R-3,H'relac,Aparo,,,,,,
R-3,Lo'Uran,Aparo,,,,,,
R-3,Mavva,Aparo,,,,,,
R-3,Oshetti,Aparo,,,,,,
R-3,Salient,Aparo,,,,,,
R-3,Wenderal,Aparo,,,,,,
R-3,Bendone,Bosph,,,,,,
R-3,Davirien,Corporate Sector,,,,,,
R-3,Kail,Corporate Sector,,,,,,
R-3,Knolstee,Corporate Sector,,,,,,
R-3,Mall'ordian,Corporate Sector,,,,,,
R-3,Ninn,Corporate Sector,,,,,,
R-3,Reltooine,Corporate Sector,,,,,,
R-4,Iceni,,,,,,,
R-4,Lur,Aparo,,,,,,
R-4,Thela,Aparo,,,,,,
R-4,Tahina,Chorlian,,,,,,
R-4,Craci,Corporate Sector,,,,,,
R-4,Drog,Corporate Sector,,,,,,
R-4,Athiss,Esstran (Sith Worlds),,,,,,
R-4,Begeren,Esstran (Sith Worlds),,,,,,
R-4,Bhargebba,Esstran (Sith Worlds),,,,,,
R-4,Ch'hodos,Esstran (Sith Worlds),,,,,,
R-4,Kalsunor,Esstran (Sith Worlds),,,,,,
R-4,Korriz,Esstran (Sith Worlds),,,,,,
R-4,Nfolgai,Esstran (Sith Worlds),,,,,,
R-4,Savek,Esstran (Sith Worlds),,,,,,
R-4,Svolten,Esstran (Sith Worlds),,,,,,
R-4,Ziost,Esstran (Sith Worlds),,,,,,
R-4,Fislan,Mortex,,,,,,
R-4,Iliabath,Mortex,,,,,,
R-4,Kharzet,Mortex,,,,,,
R-4,Lynos,Mortex,,,,,,
R-4,Pal Goral,Mortex,,,,,,
R-4,Gigor,Tynquay,,,,,,
R-4,Lorpfan,Tynquay,,,,,,
R-4,Naplousea,Tynquay,,,,,,
R-4,Pegg,Tynquay,,,,,,
R-4,Thurhanna Minor,Tynquay,,,,,,
R-4,Anarak,Wyl,,,,,,
R-4,Basta Core,Wyl,,,,,,
R-4,Dra,Wyl,,,,,,
R-4,Glakka,Wyl,,,,,,
R-4,Kormoran,Wyl,,,,,,
R-4,Lafra,Wyl,,,,,,
R-4,Thosa,Wyl,,,,,,
R-4,Tiss'sharl,Xappyh,,,,,,
R-5,Ashas Ree,Esstran (Sith Worlds),,,,,,
R-5,Bosthirda,Esstran (Sith Worlds),,,,,,
R-5,Dromund Kaas,Esstran (Sith Worlds),,,,,,
R-5,Hallion,Esstran (Sith Worlds),,,,,,
R-5,Jaguada,Esstran (Sith Worlds),,,,,,
R-5,Khar Delba,Esstran (Sith Worlds),,,,,,
R-5,Krayiss,Esstran (Sith Worlds),,,,,,
R-5,Moraband,Esstran (Sith Worlds),,,,,,
R-5,Nicht Ka,Esstran (Sith Worlds),,,,,,
R-5,Rhelg,Esstran (Sith Worlds),,,,,,
R-5,Stygian Caldera,Esstran (Sith Worlds),,,,,,
R-5,Upekzar,Esstran (Sith Worlds),,,,,,
R-5,Ashas Rine,Mortex,,,,,,
R-5,Dakot,Mortex,,,,,,
R-5,Fluwhaka,Mortex,,,,,,
R-5,Fromiria,Mortex,,,,,,
R-5,Kestel,Mortex,,,,,,
R-5,Mendenbatt,Mortex,,,,,,
R-5,Ranroon,Mortex,,,,,,
R-5,Refrax,Mortex,,,,,,
R-5,Simoth,Mortex,,,,,,
R-5,Vargos,Mortex,,,,,,
R-5,Vestral,Mortex,,,,,,
R-5,Yalln,Mortex,,,,,,
R-5,Yutusk,Mortex,,,,,,
R-5,Arorua,Sertar,,,,,,
R-5,Brachi,Sertar,,,,,,
R-5,Curreck,Sertar,,,,,,
R-5,Draflago,Sertar,,,,,,
R-5,Drayberia,Sertar,,,,,,
R-5,Elom,Sertar,,,,,,
R-5,Ermi,Sertar,,,,,,
R-5,Florrum,Sertar,,,,,,
R-5,Kejim,Sertar,,,,,,
R-5,Lamus,Sertar,,,,,,
R-5,Nightside,Sertar,,,,,,
R-5,Ord Dalet,Sertar,,,,,,
R-5,Qalydon,Sertar,,,,,,
R-5,Sondarr,Sertar,,,,,,
R-5,Syngia,Sertar,,,,,,
R-5,Tandgor,Sertar,,,,,,
R-5,Tervissis,Sertar,,,,,,
R-5,Vanqor,Sertar,,,,,,
R-5,Bravis,Spadja,,,,,,
R-5,Hermos,Spadja,,,,,,
R-5,Skuhl,Spadja,,,,,,
R-5,Stenos,Spadja,,,,,,
R-5,Torrenoteer,Spadja,,,,,,
R-5,Tahlboor,Thanium,,,,,,
R-5,Tamsye Prime,Thanium,,,,,,
R-6,Auril,Auril,,,,,,
R-6,Cron Drift,Auril,,,,,,
R-6,Kronk,Auril,,,,,,
R-6,Ossus,Auril,,,,,,
R-6,Urkupp,Auril,,,,,,
R-6,Avery,Belderone,,,,,,
R-6,Belderone,Belderone,,,,,,
R-6,Bragkis,Belderone,,,,,,
R-6,Fallex,Belderone,,,,,,
R-6,Galsol,Belderone,,,,,,
R-6,Keyorin,Belderone,,,,,,
R-6,Kodai,Belderone,,,,,,
R-6,Livorno,Belderone,,,,,,
R-6,Lola Sayu,Belderone,,,,,,
R-6,Mek-Sha,Belderone,,,,,,
R-6,Ord Marsax,Belderone,,,,,,
R-6,Tiems,Belderone,,,,,,
R-6,Tranchar,Belderone,,,,,,
R-6,Troglofa,Belderone,,,,,,
R-6,Ychthyton,Belderone,,,,,,
R-6,Nam,Chorios Meridian,,,,,,
R-6,Till,Chorios Meridian,,,,,,
R-6,Antamont,Meridian,,,,,,
R-6,Helix,Meridian,,,,,,
R-6,Mohsenia,Meridian,,,,,,
R-6,Nyemari,Meridian,,,,,,
R-6,Solu,Meridian,,,,,,
R-6,Graal'diin,Spadja,,,,,,
R-6,Hissrich,Spadja,,,,,,
Q-6,Mazhar,Spadja,,,,,,
R-6,N'dian,Spadja,,,,,,
R-6,Tandankin,Spadja,,,,,,
R-6,Alzar,Thanium,,,,,,
R-6,Benetage,Thanium,,,,,,
R-6,Draukyze,Thanium,,,,,,
R-6,Elerion,Thanium,,,,,,
R-6,Falang Minor,Thanium,,,,,,
R-6,Felucia,Thanium,,,,,,
R-6,Fikari,Thanium,,,,,,
R-6,Galidraan,Thanium,,,,,,
R-6,Kadril,Thanium,,,,,,
R-6,Mossak,Thanium,,,,,,
R-6,Phoebus,Thanium,,,,,,
R-6,Rhen Var,Thanium,,,,,,
R-6,Sikkem,Thanium,,,,,,
R-6,Sooma,Thanium,,,,,,
R-6,Thanium,Thanium,,,,,,
R-6,Tharkos,Thanium,,,,,,
R-6,Auratera,Vorzyd,,,,,,
R-6,Columex,Vorzyd,,,,,,
R-6,Farbog,Vorzyd,,,,,,
R-6,Hraki,Vorzyd,,,,,,
R-6,Kilmauls,Vorzyd,,,,,,
R-6,Niamos,Vorzyd,,,,,,
R-6,Paigu,Vorzyd,,,,,,
R-6,Seftek,Vorzyd,,,,,,
R-6,Vorzyd,Vorzyd,,,,,,
R-6,Yablari,Vorzyd,,,,,,
R-7,Anaxes,Antemeridian,,,,,,
R-7,Antemeridias,Antemeridian,,,,,,
R-7,Aralia,Antemeridian,,,,,,
R-7,Krevas,Antemeridian,,,,,,
R-7,Prishardia,Antemeridian,,,,,,
R-7,Rydar,Antemeridian,,,,,,
R-7,Septevorres,Antemeridian,,,,,,
R-7,Temako,Antemeridian,,,,,,
R-7,Xxan,Antemeridian,,,,,,
R-7,Yeksom,Antemeridian,,,,,,
R-7,Bal'demnic,Auril,,,,,,
R-7,Forscan,Auril,,,,,,
R-7,Keedad,Auril,,,,,,
R-7,Phinel's Folly,Auril,,,,,,
R-7,Repea,Auril,,,,,,
R-7,Teedio,Auril,,,,,,
R-7,Dandrian,Belderone,,,,,,
R-7,Anzat,Bryx,,,,,,
R-7,Anzell,Bryx,,,,,,
R-7,Jekara,Bryx,,,,,,
R-7,Loken,Bryx,,,,,,
R-7,No-ad,Bryx,,,,,,
R-7,Odynnia Gavo,Bryx,,,,,,
R-7,Torost,Bryx,,,,,,
R-7,Tydane,Bryx,,,,,,
R-7,Viidaav,Bryx,,,,,,
R-7,Brachnis,Chorios Meridian,,,,,,
R-7,Pedducis,Chorios Meridian,,,,,,
R-7,Darlon,Eucer,,,,,,
R-7,Del Zennis,Eucer,,,,,,
R-7,Deris-plata,Eucer,,,,,,
R-7,Farwell Station,Eucer,,,,,,
R-7,Ringo Vinda,Eucer,,,,,,
R-7,Romossobar,Eucer,,,,,,
R-7,Uthtara,Eucer,,,,,,
R-7,Zuliria,Eucer,,,,,,
R-7,Cardooine,Jospro,,,,,,
R-7,Cerosha,Jospro,,,,,,
R-7,Chad,Jospro,,,,,,
R-7,Colsassa,Jospro,,,,,,
R-7,Dar'Or,Jospro,,,,,,
R-7,Engira,Jospro,,,,,,
R-7,Gnithia,Jospro,,,,,,
R-7,Grathus,Jospro,,,,,,
R-7,Jomark,Jospro,,,,,,
R-7,Moorjhone,Jospro,,,,,,
R-7,Segra Milo,Jospro,,,,,,
R-7,Triellus,Jospro,,,,,,
R-7,Trogan,Jospro,,,,,,
R-7,Waskiro,Jospro,,,,,,
R-7,Yhuli,Jospro,,,,,,
R-7,Abhean,Maldrood,,,,,,
R-7,Bamayar,Maldrood,,,,,,
R-7,Centares,Maldrood,,,,,,
R-7,Elgamor,Maldrood,,,,,,
R-7,Entiia,Maldrood,,,,,,
R-7,Esseveya,Maldrood,,,,,,
R-7,Ganzik,Maldrood,,,,,,
R-7,J'doytzin,Maldrood,,,,,,
R-7,Jendiria,Maldrood,,,,,,
R-7,Madurs,Maldrood,,,,,,
R-7,Mileva,Maldrood,,,,,,
R-7,New Holstice,Maldrood,,,,,,
R-7,Synjax,Maldrood,,,,,,
R-7,"Wheel, The",Maldrood,,,,,,
R-7,Ampliquen,Meridian,,,,,,
R-7,Budpock,Meridian,,,,,,
R-7,Caarimon,Meridian,,,,,,
R-7,Calgon,Meridian,,,,,,
R-7,Cybloc,Meridian,,,,,,
R-7,Damonite Yors B,Meridian,,,,,,
R-7,Durren,Meridian,,,,,,
R-7,Exodo,Meridian,,,,,,
R-7,King's Galquek,Meridian,,,,,,
R-7,Meridian,Meridian,,,,,,
R-7,Nim Drovis,Meridian,,,,,,
R-7,Odos,Meridian,,,,,,
R-7,Ord Adinorr,Meridian,,,,,,
R-7,Ryvester,Meridian,,,,,,
R-7,Sorjus,Meridian,,,,,,
R-7,Spangled Veil Nebula,Meridian,,,,,,
R-8,Bontormia,Bortele,,,,,,
R-8,Bortele Cluster,Bortele,,,,,,
R-8,Chasidron Shoals,Bortele,,,,,,
R-8,Dithanune,Bortele,,,,,,
R-8,Hurd's Moon,Bortele,,,,,,
R-8,Ingo,Bortele,,,,,,
R-8,Ordo Moon,Bortele,,,,,,
R-8,Ultaar,Bortele,,,,,,
R-8,Zchtek,Bortele,,,,,,
R-8,Birix,Bryx,,,,,,
R-8,Bryx,Bryx,,,,,,
R-8,Calderos Station,Bryx,,,,,,
R-8,Ceitia,Bryx,,,,,,
R-8,Du Mai,Bryx,,,,,,
R-8,Kijimi,Bryx,,,,,,
R-8,Pedoria,Bryx,,,,,,
R-8,Wobani,Bryx,,,,,,
R-8,Entruvia,Halla,,,,,,
R-8,Peg Shar,Halla,,,,,,
R-8,Pusat Station,Halla,,,,,,
R-8,Saffa,Halla,,,,,,
R-8,Artemesium,Lifh,,,,,,
R-8,Diado,Lifh,,,,,,
R-8,Gosfambling,Lifh,,,,,,
R-8,Maltorian,Lifh,,,,,,
R-8,Taria,Lifh,,,,,,
R-8,Vilosoria,Lifh,,,,,,
R-8,Caramm,Talcene,,,,,,
R-8,Deylerax,Talcene,,,,,,
R-8,Metalorn,Talcene,,,,,,
R-9,Alee,,,,,,,
R-9,Ankhural,,,,,,,Silicon fields
R-9,Charros Numesira,,,,,,,
R-9,Dandoran,,Hutt Clan Alliance to Restore the Republic Galactic Empire,,,,Temperate,Forests Lakes
R-9,Tal Nami,,,,,,,
R-9,Ardroxia,Elochar,,,,,,
R-9,Celen,Elochar,,,,,,
R-9,Ord Thabl,Elochar,,,,,,
R-9,Bimmisaari,Halla,,,,,,
R-9,Cejansij,Halla,,,,,,
R-9,Nativum,Halla,,,,,,
R-9,Sabata,Halla,,,,,,
R-9,Chonsetta,Metatessu,,,,,,
R-9,Enrivi,Metatessu,,,,,,
R-9,Mauk,Metatessu,,,,,,
R-9,Redhurne,Metatessu,,,,,,
R-9,Sabrash,Metatessu,,,,,,
R-9,Rathalay,Taldot,,,,,,
R-10,Ilos,,Hutts,,,,,
R-10,Keldooine,,,,,,,
R-10,Nar Bo Sholla,,Hutt Empire,,,,,
R-10,Hathrox,Halla,,,,,,
R-10,Haidoral Prime,Kastolar,,,,,,
R-10,Katalla,Kastolar,,,,,,
R-10,Kwenn,Kastolar,,,,,,
R-10,Moobia,Kastolar,,,,,,
R-10,Ordnandell,Kastolar,,,,,,
R-10,Archenar,Metatessu,,,,,,
R-10,Chalacta,Metatessu,,,,,,
R-10,Ilos,Minor,,,,,,
R-11,Kleeva,,,,Boonda's Moon Vultee-Pietsch At least 1 other moon,None,,Violet clouds
R-11,Runaway Prince,,Hutt Empire Hutts Yuuzhan Vong empire Confederation,,,,,Bog Barren (formerly)
R-11,Tol Amn,,Hutts,,,,Stormy,
R-11,Toydaria,,Hutt Clan Galactic Republic Galactic Empire,2: Toydar Little Toydar,,11 million 79% Toydarian 18% Hutt 3% other,Temperate,Forests Mountains Swamps
R-11,Esaga,Esaga,,,,,,
R-11,Aloxor,Kontahr,,,,,,
R-11,Cygnus,Kontahr,,,,,,
R-11,Rudun,Kontahr,,,,,,
R-12,Ganath,,,,,,,
R-12,Jilrua,,Hutts,1,,,,Deserts
R-12,Oktos,Nebula,,,,,,
R-12,Blacktar Cyst,Oktos,,,,,,
R-12,Maraken,Oktos,,,,,,
R-12,Mhalanduin,Oktos,,,,,,
R-12,Ord Wylan,Oktos,,,,,,
R-12,Redspace Reefs,Oktos,,,,,,
R-12,Ruloosia,Oktos,,,,,,
R-13,Dohlban,Dohlbani,,,,,,
R-13,Kupoh,Dohlbani,,,,,,
R-13,Phorsa Gedd,Dohlbani,,,,,,
R-13,Cirilia,Lannik Space,,,,,,
R-13,Croluthe Zenj,Lannik Space,,,,,,
R-13,Demiloch,Lannik Space,,,,,,
R-13,Imram,Lannik Space,,,,,,
R-13,Lannik,Lannik Space,,,,,,
R-13,Oktaro,Lannik Space,,,,,,
R-13,Caarsin Station,Lannik Wilds,,,,,,
R-13,Crul,Lannik Wilds,,,,,,
R-13,Ketzali,Lannik Wilds,,,,,,
R-13,Leresen,Lannik Wilds,,,,,,
R-13,Ord Dycoll,Lannik Wilds,,,,,,
R-13,Udrin Cara,Lannik Wilds,,,,,,
R-14,Antakaria,Bothan,,,,,,
R-14,Bothawui,Bothan,,,,,,
R-14,Di'tai'ni,Bothan,,,,,,
R-14,Kant,Bothan,,,,,,
R-14,Kothlis,Bothan,,,,,,
R-14,Krant,Bothan,,,,,,
R-14,Mandell,Bothan,,,,,,
R-14,Moonus Mandel,Bothan,,,,,,
R-14,Ragnook,Bothan,,,,,,
R-14,Reena Minor,Bothan,,,,,,
R-14,Ruweln,Bothan,,,,,,
R-14,Sennatt,Bothan,,,,,,
R-14,Tarsunt,Bothan,,,,,,
R-14,Thoran,Bothan,,,,,,
R-14,Void Station,Bothan,,,,,,
R-14,Yllotat,Bothan,,,,,,
R-14,Apoka,Dohlbani,,,,,,
R-14,Smarab,Dohlbani,,,,,,
R-14,Thrynka,Dohlbani,,,,,,
R-14,Nux,Endocray,,,,,,
R-14,Pantrosian Eye,Endocray,,,,,,
R-14,Boranda,Manda,,,,,,
R-14,Cornesia,Manda,,,,,,
R-14,Holess,Manda,,,,,,
R-14,Krystar,Manda,,,,,,
R-14,Novka,Manda,,,,,,
R-14,Ovissi,Manda,,,,,,
R-14,Zygia,Manda,,,,,,
R-14,Uridia,Yucrales,,,,,,
R-15,Quilken,Abrion,,,,,,
R-15,Crondre,Dufilvian,,,,,,
R-15,F'Dann,Dufilvian,,,,,,
R-15,Fenn,Dufilvian,,,,,,
R-15,Filve,Dufilvian,,,,,,
R-15,Ord Pardron,Dufilvian,,,,,,
R-15,Denudia,Grohl,,,,,,
R-15,Felacat,Grohl,,,,,,
R-15,Fjor,Grohl,,,,,,
R-15,Ostega,Grohl,,,,,,
R-15,Sucharme,Grohl,,,,,,
R-15,Dennaskar,Manda,,,,,,
R-15,Devros,Manda,,,,,,
R-15,Gansett,Manda,,,,,,
R-15,Manda,Manda,,,,,,
R-15,Tao-Grant,Manda,,,,,,
R-15,Velossia,Manda,,,,,,
R-15,Vintrus,Manda,,,,,,
R-15,Baltro,Onatos,,,,,,
R-15,Benglor,Onatos,,,,,,
R-15,Cataalda,Onatos,,,,,,
R-15,Elriss,Onatos,,,,,,
R-15,Grakouine,Onatos,,,,,,
R-15,Kinrah,Onatos,,,,,,
R-15,Lahsbane,Onatos,,,,,,
R-15,Onatos,Onatos,,,,,,
R-15,Pasa Novo,Onatos,,,,,,
R-15,Somov Rit,Onatos,,,,,,
R-15,Tharados,Onatos,,,,,,
R-15,Blathar,Yucrales,,,,,,
R-15,Hisseen,Yucrales,,,,,,
R-15,Quarmendy,Yucrales,,,,,,
R-15,Tourani,Yucrales,,,,,,
R-16,A-Foroon,Arkanis,,,,,,
R-16,Andooweel,Arkanis,,,,,,
R-16,Austan,Arkanis,,,,,,
R-16,B-Foroon,Arkanis,,,,,,
R-16,C-Foroon,Arkanis,,,,,,
R-16,Cranan,Arkanis,,,,,,
R-16,D'Anjon Nebula,Arkanis,,,,,,
R-16,Gedi,Arkanis,,,,,,
R-16,Geonosis,Arkanis,,,,,,
R-16,Gulf of Tatooine,Arkanis,,,,,,
R-16,Kemal Station,Arkanis,,,,,,
R-16,Kol Iben,Arkanis,,,,,,
R-16,Maldo Kreis,Arkanis,,,,,,
R-16,Melnea's World,Arkanis,,,,,,
R-16,New Ator,Arkanis,,,,,,
R-16,Obana,Arkanis,,,,,,
R-16,Ooo-temiuk,Arkanis,,,,,,
R-16,Pii,Arkanis,,,,,,
R-16,Piroket,Arkanis,,,,,,
R-16,Tatooine,Arkanis,,,,,,
R-16,Utaruun,Arkanis,,,,,,
R-16,Vactooine,Arkanis,,,,,,
R-16,Vuzsa,Arkanis,,,,,,
R-16,Calast,Grohl,,,,,,
R-16,Cosmatanic Steppes,Grohl,,,,,,
R-16,Hikil,Grohl,,,,,,
R-16,Hyperkarn,Grohl,,,,,,
R-16,Koiogra,Grohl,,,,,,
R-16,Korseg,Grohl,,,,,,
R-16,Ferrelia,Hunnoverrs,,,,,,
R-16,Rainbow Nebulae,Hunnoverrs,,,,,,
R-16,Stellan,Hunnoverrs,,,,,,
R-16,Tozeer,Hunnoverrs,,,,,,
R-16,Trendivar,Hunnoverrs,,,,,,
R-16,Rodia,Savareen,,,,,,
R-16,Zaadja,Savareen,,,,,,
R-16,Baylin Cluster,Trans-Nebular,,,,,,
R-16,Goroth,Trans-Nebular,,,,,,
R-16,Iskalon,Trans-Nebular,,,,,,
R-16,Milarian,Trans-Nebular,,,,,,
R-16,Vestor Nebula,Trans-Nebular,,,,,,
R-17,Ryloth Gaulus (Ryloth),,,,,,,
R-17,Arkanis,Arkanis,,,,,,
O-14,Cirus,Arkanis,,,,,,
R-17,Gorno,Arkanis,,,,,,
R-17,Heffrin,Arkanis,,,,,,
R-17,Huldamun,Arkanis,,,,,,
R-17,Issor,Arkanis,,,,,,
R-17,Khubeaie,Arkanis,,,,,,
R-17,Mika,Arkanis,,,,,,
R-17,Najiba,Arkanis,,,,,,
R-17,Sirpar,Arkanis,,,,,,
R-17,Tarnoonga,Arkanis,,,,,,
R-17,Vasch,Arkanis,,,,,,
R-17,Vor Deo,Arkanis,,,,,,
R-17,Beta Rhama,Dalchon,,,,,,
R-17,Birjis,Dalchon,,,,,,
R-17,Dalchon,Dalchon,,,,,,
R-17,Iscera,Dalchon,,,,,,
R-17,Juma,Dalchon,,,,,,
R-17,Kolaador,Dalchon,,,,,,
R-17,Lorn,Dalchon,,,,,,
R-17,Luudria,Dalchon,,,,,,
R-17,Mirshilan,Dalchon,,,,,,
R-17,Nysza,Dalchon,,,,,,
R-17,Omaka,Dalchon,,,,,,
R-17,Orvax,Dalchon,,,,,,
R-17,Shimia,Dalchon,,,,,,
R-17,Zequardia,Dalchon,,,,,,
R-17,Ab Dalis,Gaulus,,,,,,
R-17,Liintaar,Gaulus,,,,,,
R-17,Miv'rah,Gaulus,,,,,,
R-17,Wxtm,Gaulus,,,,,,
R-17,Nishr,Hunnoverrs,,,,,,
R-17,Siskeen,Hunnoverrs,,,,,,
R-17,Daslkehnt,Pelgrin,,,,,,
R-17,Lessuris,Pelgrin,,,,,,
R-17,Pelgrin,Pelgrin,,,,,,
R-17,Perilious,Pelgrin,,,,,,
R-17,Rordak,Pelgrin,,,,,,
R-17,Krmar,Tolonda,,,,,,
R-18,Tyaonon,,,,,,,
R-18,Arapia,Dalchon,,,,,,
R-18,Gerzob,Hunnoverrs,,,,,,
R-18,Draay,Pelgrin,,,,,,
R-18,Kasiol,Pelgrin,,,,,,
R-18,Kinun Depot,Pelgrin,,,,,,
R-18,Pagodon,Pelgrin,,,,,,
R-18,Port Yonder,Pelgrin,,,,,,
R-18,Sakuub,Pelgrin,,,,,,
R-19,Guudria,,,,,,,
R-19,Yanibar,,Zeison Sha,,,,"Seasonal extremes Dry, hot summers Cold, wet winters",Rocky
S-3,Crispin,,,,,,,
